airline_sentiment,airline_sentiment_confidence,airline,text,id,label
negative,0.6725,Delta,"jetblue said they haven't started looking for it, gave me a 25- 100 limit. in nyc at the waldorf astoria and can't find 100 outfit.",7219,0
neutral,1.0,Southwest,['southwestair what perform tsa pre on my boarding pass mean value?'],16013,1
neutral,1.0,Southwest,southwestair my sister amp brother in law need to get to florida desperately flying w usairways is there anything you can do?,5043,1
positive,1.0,Southwest,['southwestair thank you for your clip!'],23991,2
positive,1.0,Virgin America,virginamerica flying lax to sfo and after looking at the awesome movie lineup i actually wish i was on a long haul.,501,2
negative,1.0,United,united they did on a delta flight out of lax which is why i should be compensated for my rental car there.,3174,0
negative,1.0,US Airways,usairways just hit 4hrs. what is typical wait time right now? should i drive 2h30m to the airport service desk?,10313,0
negative,1.0,American,americanair the flight is the wrong day. confirm usxlon. departure on 5 21 should be 5 22 for 2 people,12309,0
positive,0.6712,United,['joined thanks for making certain they hear the message!'],25709,2
neutral,1.0,US Airways,['usairways does anyone know the appreciation time for usairways arriere pensee?'],16988,1
neutral,1.0,Delta,['jetblue be in that location also a way i can get a printed unity for my disc? i keep them whenever i aviate'],19293,1
positive,0.6922,Virgin America,['virginamerica congrats on winning the travelzoo award for best slew from an airline u'],22905,2
negative,0.6477,Southwest,southwestair can i get any kind of update on the delayed flight from boston to houston at 7 30? really need to be back home tonight!,6481,0
positive,0.6301,United,"united that made me so mad, but then i called the bag number, and that person was helpful and told me where the bag really was. 2 2",3966,2
negative,1.0,United,"united i took the exact same aircraft in to lax 3 days ago. it fit, no problem. the agent today told some nonsense about a policy change",934,0
positive,1.0,Southwest,['southwestair thank you. great client service so far. chance event hap 1 realize. hopefully everything works out.'],21251,2
positive,1.0,Southwest,"southwestair ok, gotcha!",5857,2
positive,1.0,Southwest,"[""southwestair thanks for reply, i sen ' t my conf! i get laid aviation and southwest and all ace want for my 18th be to fly swa for the sidereal day!""]",23936,2
neutral,1.0,Delta,"[""jetblue chief operating officer ' s challenge appease passengers, wall street - the columbian""]",16139,1
positive,1.0,American,"[""americanair just land - crew couldn ' t have live more gracious oregon accommodate. although a long holdup i appreciate your quick response!""]",25179,2
positive,0.6607,American,['americanair well let all day and altogether the time in the humankind'],24948,2
neutral,0.3363,Delta,jetblue oh. makes sense. my bad.,7897,1
neutral,1.0,Delta,"[""jetblue cflanagian she ' south on to something""]",16538,1
positive,1.0,US Airways,['usairways an already pleasant flying from john griffith chaney to charlotte us733 was made rattling by an amazing attendant. thank you therefore much robert!'],24722,2
positive,0.6701,US Airways,['usairways thanks guys! receive clench of soul. really awesome divine service i revalue it'],22385,2
neutral,1.0,Virgin America,"['virginamerica, reallytallchris drop a path on you. ..']",14575,1
neutral,1.0,US Airways,"['usairways hi guy cable, make you have a universal enquires email destination please? thanks jacques louis david.']",16856,1
neutral,0.6925,United,"[""joined when iodine click that link it wants my flight of steps information. i seaport ' t hold a flying yet. atomic number 53 read you waive fees for military, information technology this true?""]",14894,1
neutral,1.0,United,['joined do you get your 757 example?'],18004,1
negative,1.0,US Airways,usairways americanair 9 empty seats open in 1st on aa1061. no upgrades for a u.s. gold member? would love consistent policies.,10451,0
positive,1.0,United,['joined thnx!'],23325,2
negative,1.0,Southwest,"southwestair i use to luv swa but after an hour and counting on hold, for a flight they cancelled flighted on me? noluv",5057,0
positive,1.0,Southwest,['southwestair constantly providing tremendous views and service! southwestluv'],25976,2
neutral,0.6472,Delta,"jetblue update on flight 462 would be appreciated when you have time, thanks",6739,1
positive,1.0,American,"['americanair thanks. atomic number 53 in reality made information technology, my connectedness flight be delayed. guess all delays are not a bad thing.']",22683,2
neutral,1.0,Delta,['jetblue flight 1133 n353jb puritanical la la departs mco enroute to san juan international airdrome'],16723,1
neutral,1.0,Virgin America,['virginamerica how backside i follow the oscars2015 on my jfk - gt sfo flight?'],14572,1
positive,0.6778,US Airways,usairways thank you! i will be calling you! cheapoairchat,8974,2
negative,0.6667,American,americanair hi aa friends! my sis's flight aa362 dfw gt gt mke was cancelled flighted due to weather. any way you can help here? what are her options?,14041,0
positive,1.0,Southwest,"[""southwestair that ' s why i flee y ' all, that personalized service""]",21621,2
neutral,0.7084,Delta,jetblue our fleet's on fleek. lol!!!!!,6994,1
negative,1.0,United,"united bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info.",1410,0
positive,1.0,Delta,['jetblue thanks for your help! jetbluesofly'],22116,2
positive,1.0,Delta,['jetblue thank you!!'],21862,2
positive,1.0,Delta,['jetblue maddie_flood your airline sounds striking and your twitter feed is intelligibly extremely utilitarian. maintain improving the great work'],26604,2
positive,1.0,United,['unite the staff embody rather effective and get atomic number 92 solutions just freaked me out a little be in limbo in the air.'],20812,2
positive,1.0,United,['united jsumiyasu i am grateful to the joined basis faculty who put me in the last seat on the utmost flight out. home late escape is even so home!'],23515,2
neutral,1.0,United,['joined what gate be ua5396 leaving from?'],17897,1
neutral,0.6955,United,['joined i live abroad and personify flight booking trouble flight for when i come jaw the res publica'],15227,1
neutral,1.0,Southwest,"southwestair briughy me to comclassic, aif2015 amp so much more with the agcommunity",4585,1
neutral,1.0,Southwest,"[""southwestair snow count on for raleigh north carolina tomorrow night. need to hump if there ' s a plan to reschedule flight into rdu wednesday dark""]",19064,1
positive,1.0,Delta,['jetblue thanks! consume a unspoiled sunday.'],26565,2
positive,1.0,US Airways,['usairways leave do. i take account the reply.'],24851,2
neutral,1.0,US Airways,"['usairways hello! could you protect me on us 445 simply in vitrine? still on ground with no checked luggage, just still a chance 1 can pretend original']",20217,1
positive,0.6907,American,['americanair i was happy to purchase the upgrade. if solely it follow avail on my next flight of stairs.'],22590,2
negative,1.0,Delta,jetblue disappointed we weren't allowed to bring on an aircraft approved carseat on an empty plane. not cool.,8614,0
negative,1.0,US Airways,usairways sos where is my bag ?,10520,0
neutral,1.0,United,united can you help me get a flight out tonight to houston?just don't want to be stuck here till monday with all this bad weather moving in,2239,1
negative,0.6855,US Airways,"usairways its not just phl, at btv today made to deplane because it's sunday and we don't know if maintenance will be available",10002,0
positive,0.6923,Southwest,"['southwestair thank you, somebody finally answered and was able bodied to commute my escape that was cancelled flighted bc of crank. thank you for response']",24069,2
negative,1.0,United,united this must be a drone united keambleam we understand your frustration. our bag team is working hard to get your bag s to you...,1039,0
positive,1.0,Southwest,['southwestair has the smoooothest flight of steps attendants. southwestsmoothie'],25870,2
negative,1.0,United,"hey united, this is your job, don't give me the safety spin. this is the same plane that broke on the original flight out. unitedsucks",2718,0
negative,1.0,US Airways,usairways i just want to find my bag so i won't have to go through the hassle of trying to claim what was in my suitcase usairwaysfail,10837,0
negative,1.0,US Airways,usairways still waiting! captain reports he's called 6 times to get ground crew....and still sitting on runway. evenlate flightr,11283,0
positive,0.6747,Delta,['jetblue thank you!'],26621,2
positive,1.0,United,['united thanks for the upgrade today great means to start my hebdomad! millilitre ciscojimfrench cobedien'],23136,2
neutral,1.0,US Airways,"usairways i have a party of 4 booked for a flight in aug. at 10 05am, how can i find out how much it would cost to change to an earlier fl",11149,1
neutral,1.0,Southwest,southwestair please please please,5567,1
neutral,1.0,Delta,['jetblue id appreciate that. would too you mind contact the pilot of my flight of steps and request that iodine be allowed to foretell over intercom?'],19390,1
neutral,1.0,US Airways,"['usairways backside you come, so i can dm you?']",16840,1
neutral,0.6638,Delta,jetblue sale please soon?? i need a tan,6752,1
negative,0.6771,United,united it's freezing on the gate bridge waitingforbags united ewr,3182,0
negative,1.0,United,"united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!",1649,0
